Product Id,Product Handle,Product Title,Product Status,Product Thumbnail,Product Sales Channel 1,Variant Id
prod_01KKH9QMFMMDX7G8D8KNA9X3JW,alko-113258-hazonokosarka-elektrychna-385-e,Газонокосарка електрична 3.85 E,published,https://alko-garden.com.ua/out/pictures/master/product/1/113258-classic-3-85-e-1-internet.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP25X9CD4654Z841RCV
prod_01KKH9QMFMSTM206A2QCSWMX9A,alko-112857-hazonokosarka-elektrychna-34-e,Газонокосарка електрична 34 E,published,https://alko-garden.com.ua/out/pictures/master/product/1/112857-1.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP3PREP6PDW6W8SWWTY
prod_01KKH9QMFN11W87F8RJR61QJB2,alko-113794-hazonokosarka-benzynova-420-p-s,Газонокосарка бензинова 4.20 P-S,published,https://alko-garden.com.ua/out/pictures/master/product/1/113794-easy-420-p-s-001-1-1.png,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP72QE2AZ9FN95XQQYH
prod_01KKH9QMFN22APHDEAQBZXAVKM,alko-119998-hazonokosarka-benzynova-421-p-a,Газонокосарка бензинова 42.1 P-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119998-petrol-lawnmower-comfort-42-1-p-a-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMPA5G2RH7V2ZR5C8GTR
prod_01KKH9QMFN3HFSF5Z61YDCWM7P,alko-113850-hazonokosarka-elektrychna-ber82,Газонокосарка електрична Бер.82,published,https://alko-garden.com.ua/out/pictures/master/product/2/113850-lawnmower-3-82-e-easy-2-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP6301GS19V2D1T0DSB
prod_01KKH9QMFN6FHR81BK4KEAR5WY,alko-113795-hazonokosarka-benzynova-460-sp-s,Газонокосарка бензинова 4.60 SP-S,published,https://alko-garden.com.ua/out/pictures/master/product/1/al-ko-easy-460-sp-s-002.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP9PHVBSWVEY4FNZQ6M
prod_01KKH9QMFNB88BD76MANMF6R0Y,alko-113851-hazonokosarka-elektrychna-322,Газонокосарка електрична 32.2,published,https://alko-garden.com.ua/out/pictures/master/product/1/113851-lawnmower-32-2-e-comfort-4-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP6BQ83SH8YHG6HC8Z6
prod_01KKH9QMFND78TM529J9W1FKB8,alko-119766-hazonokosarka-benzynova-466-sp-a,Газонокосарка бензинова 4.66 SP-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119766-classic-4-66-sp-a-edition-1.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP879PMA32QH9P0A3K1
prod_01KKH9QMFNDQH8EMNY78TYC597,alko-113796-hazonokosarka-benzynova-510-sp-s,Газонокосарка бензинова 5.10 SP-S,published,https://alko-garden.com.ua/out/pictures/master/product/1/al-ko-easy510-sp-s-002.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP9B0YG1Y8RP1KBW5E5
prod_01KKH9QMFNFYFYSTT0JM5QNFQT,alko-113849-hazonokosarka-elektrychna-ber22,Газонокосарка електрична Бер.22,published,https://alko-garden.com.ua/out/pictures/master/product/1/113849-lawnmower-3-22-e-easy-2-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP67SCG55S0M3Q1XS2C
prod_01KKH9QMFNMT13H2GM66T9D8EV,alko-119765-hazonokosarka-benzynova-466-p-a,Газонокосарка бензинова 4.66 P-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119765-classic-4-66-p-a-edition.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP87P8TVN7R4VGPJKYR
prod_01KKH9QMFNMZXF424798J2E71N,alko-113103-hazonokosarka-elektrychna-464-e,Газонокосарка електрична 46.4 E,published,https://alko-garden.com.ua/out/pictures/master/product/1/113103-46-4-e-comfort-original.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP5JXC0DHJT8Z8DJ5MZ
prod_01KKH9QMFNR5PZ6T3YZ3W9QWQM,alko-123002-hazonokosarka-benzynova-462-p-a,Газонокосарка бензинова 4.62 P-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/123002-lawnmower-4-62-p-a-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP95AVH01QBQSMF0M6G
prod_01KKH9QMFNXK8J18B3ATEBTJMY,alko-113852-hazonokosarka-elektrychna-382,Газонокосарка електрична 38.2,published,https://alko-garden.com.ua/out/pictures/master/product/1/113852-lawnmower-38-2-e-comfort-3-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP7ZSYG1GFC7B1YNHBT
prod_01KKH9QMFNYXCAWQG53KG9JM5K,alko-113914-hazonokosarka-benzynova-lm-46-s-greenzone,Газонокосарка бензинова LM 46 S GreenZone,published,https://alko-garden.com.ua/out/pictures/master/product/1/244408988-1.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP8F0PCQ0E49H4J3NM1
prod_01KKH9QMFNZGH5PT9N0KPNM70N,alko-119935-hazonokosarka-benzynova-420-p-a,Газонокосарка бензинова 42.0 P-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119935-comfort-420-p-a-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QMP870CSX7NCPNVRY76Y
prod_01KKH9QMY3H8GS6SV8VJR5BCPA,alko-119938-hazonokosarka-benzynova-460-sp-a,Газонокосарка бензинова 46.0 SP-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119938-comfort-4604-sp-a-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3TQSSCPPM91P84N2KA
prod_01KKH9QMY3WV4TXZ3BFJ9QRD89,alko-119936-hazonokosarka-benzynova-460-sp-a,Газонокосарка бензинова 46.0 SP-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119936-comfort-460-sp-a-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3TFM230XZY503WRRSJ
prod_01KKH9QMY3X5466RYVZZ658Q9J,alko-123003-hazonokosarka-benzynova-462-sp-a,Газонокосарка бензинова 4.62 SP-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/123003-lawnmower-4-62-sp-a-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3T2SJBEPFBCXQD6CPF
prod_01KKH9QMY41RAQ4FWEHRXP3FJM,alko-119942-hazonokosarka-benzynova-510-sp-v,Газонокосарка бензинова 51.0 SP-В,published,https://alko-garden.com.ua/out/pictures/master/product/1/119942-comfort-510-sp-b-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3WXDK904EAHWV2SKMQ
prod_01KKH9QMY43S8CWH12QKZT9K5A,alko-119937-hazonokosarka-benzynova-460-sp-v,Газонокосарка бензинова 46.0 SP-В,published,https://alko-garden.com.ua/out/pictures/master/product/1/119937-comfort-460-sp-b-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3VXQFC0NQ8CS87HVG5
prod_01KKH9QMY459SGGDQN86S1S196,alko-123025-hazonokosarka-benzynova-463-sp-b,Газонокосарка бензинова 46.3 SP-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/al-ko-123025-463-sp-b-005-copy.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3VNKWV1JX8FVAH8W6F
prod_01KKH9QMY49ZDX2B4T7ZQJQ9YV,alko-123007-hazonokosarka-benzynova-512-sp-b,Газонокосарка бензинова 5.12 SP-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/123007-lawnmower-5-12-sp-b-plus-5-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3V9G4FJZB3FH7PWHY7
prod_01KKH9QMY4C6KHTKXZRWR6MJVH,alko-119997-hazonokosarka-benzynova-521-sp-a,Газонокосарка бензинова 521 SP-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119997-premium-521-sp-a-wiederhergestellt-freisteller.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3XR7TDWPQT1QJMPB3A
prod_01KKH9QMY4H47T5WMJVHWCJJ57,alko-123027-hazonokosarka-benzynova-513-sp-b-highline,Газонокосарка бензинова 51.3 SP-B HIGHLINE,published,https://alko-garden.com.ua/out/pictures/master/product/1/123027-lawnmower-51-3-sp-b-highline-plus-webshop.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3VABB9J8GQQE3BW9NG
prod_01KKH9QMY4QEFBMDRVKGAGMK24,alko-119944-hazonokosarka-benzynova-510-sp-a,Газонокосарка бензинова 51.0 SP-A,published,https://alko-garden.com.ua/out/pictures/master/product/1/119944-comfort-510-sp-a-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3VKT7ATE2NENGNWCSQ
prod_01KKH9QMY4QVGW1T45B8JDNXKB,alko-119966-hazonokosarka-benzynova-470-sp-b,Газонокосарка бензинова 470 SP-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/119966-premium-470-sp-b-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3W8CTNM7J14MZY842K
prod_01KKH9QMY4TBRPN8XWY44VGM0N,alko-119968-hazonokosarka-benzynova-470-sp-n,Газонокосарка бензинова 470 SP-Н,published,https://alko-garden.com.ua/out/pictures/master/product/1/119968-premium-470-sp-h-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3WMJ5HVQNX5SP4CVCS
prod_01KKH9QMY4VTS03MTYF7XMNDXT,alko-123029-hazonokosarka-benzynova-473-vs-b,Газонокосарка бензинова 473 VS-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/123029-premium-473-vs-b.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3WGS4QHF6EW3WSDYQH
prod_01KKH9QMY51P2ZY8QJ81SPGAQ4,alko-119794-hazonokosarka-benzynova-467-p-b-bio,Газонокосарка бензинова 4.67 P-B Bio,published,https://alko-garden.com.ua/out/pictures/master/product/1/al-ko-bio46b-119794-002.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3YDWW2CN4R0FFFGPNW
prod_01KKH9QMY54WC00S3DNE83SZBZ,alko-119975-hazonokosarka-benzynova-520-sp-b,Газонокосарка бензинова 520 SP-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/013-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3X0424C79CKQRCKDZQ
prod_01KKH9QMY595FHG63HQHW41V8S,alko-119969-hazonokosarka-benzynova-520-sp-h,Газонокосарка бензинова 520 SP-H,published,https://alko-garden.com.ua/out/pictures/master/product/1/119969-premium-520-sp-h-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3YR4JPW3CF0DT0B78F
prod_01KKH9QMY5FZ3YHKCQZXSBKXSS,alko-119836-hazonokosarka-benzynova-468-p-a-bio-silver,Газонокосарка бензинова 468 P-A Bio Silver,published,https://alko-garden.com.ua/out/pictures/master/product/1/119836-al-ko-468-p-a-bio-001-1.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3YJ017JWM51FT8V127
prod_01KKH9QMY5HPXFQBZ7P52ZM1GP,alko-119947-hazonokosarka-benzynova-470-vs-b,Газонокосарка бензинова 470 VS-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/119947-premium-470-vs-b-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3X1W17Q2D5NS5Z3F7K
prod_01KKH9QMY5N6K8SA05NHACS68D,alko-119948-hazonokosarka-benzynova-520-vsi-b,Газонокосарка бензинова 520 VSІ-B,published,https://alko-garden.com.ua/out/pictures/master/product/1/119948-premium-520-vsi-b-001.jpg,sc_01KKH9Q4WTTXMPAGC963G9PDZ3,variant_01KKH9QN3YPMANKJKXQ2GZFFZ1
